City,Area,Building_Type,Energy_Consumption_Per_SqM,Water_Usage_Per_Building,Waste_Recycled_Percentage,Occupancy_Rate,Smart_Devices_Count,Maintenance_Resolution_Time,Number_of_Residents,Electricity_Bill
Bangalore,Yelahanka,Industrial,63.30842523,280.8754075,27.48008891,92.9328341,8,7.669043902,135,21877.84196
Bangalore,Whitefield,Commercial,50,434.3019386,19.81494514,95.84854379,6,5.484379217,350,12950.48239
Bangalore,Koramangala,Commercial,71.58980366,502.9711204,32.31515302,71.28784506,3,16.70876435,169,23398.64238
Bangalore,Malleshwaram,Industrial,250,379.8854231,8.134072281,51.36259921,4,10.87054564,334,11276.08575
Bangalore,Electronic City,Industrial,50,933.8396175,40.19090012,68.46075553,3,18.62429195,122,6889.868109
Bangalore,Whitefield,Industrial,54.78714937,200,50.67647837,90.12261242,9,9.669598182,236,15226.07859
Bangalore,HSR Layout,Residential,157.3956478,200,36.03499823,68.04329168,5,5.704336364,399,7696.786502
Bangalore,HSR Layout,Residential,101.2525686,200,36.45974548,88.3667859,9,6.307167761,76,15624.43645
Bangalore,HSR Layout,Institutional,89.5555819,312.7898779,47.70557053,93.70168307,6,7.490643704,309,15025.71571
Bangalore,BTM Layout,Institutional,90.92156672,684.924603,32.06101963,89.09257206,3,8.655186202,477,11205.3673
Bangalore,Banashankari,Commercial,50,200,6.914103109,83.11433874,6,18.86845733,23,24393.4124
Bangalore,Indiranagar,Commercial,50,785.3307499,26.49039191,89.02653447,2,6.75244851,333,14980.12164
Bangalore,Malleshwaram,Institutional,124.303088,200,31.17813888,99.24944795,4,9.989355495,73,19321.82673
Bangalore,Indiranagar,Commercial,124.5996149,817.4186769,20.43093752,84.44604002,3,24.49021788,88,19643.58916
Bangalore,Jayanagar,Industrial,151.3462536,200,24.97634223,88.9722827,1,5.566518577,103,23805.05615
Bangalore,Banashankari,Residential,183.3461971,200,30.41358951,56.79901442,2,14.38444025,94,8952.906661
Bangalore,HSR Layout,Institutional,53.70699277,200,10.32156465,86.38673267,2,6.99592313,449,6212.63689
Bangalore,Whitefield,Residential,52.21382832,200,6.306721357,89.95397547,10,10.51850014,316,23620.10358
Bangalore,Banashankari,Institutional,120.0712449,200,30.86930175,78.85779003,6,6.228036108,266,17905.60473
Bangalore,BTM Layout,Residential,78.72893062,200,28.34014059,87.90865821,3,6.450870238,253,15631.55507
Bangalore,Whitefield,Institutional,90.79129864,487.404906,49.84763182,98.9969004,7,5.092115435,358,14333.51217
Bangalore,Koramangala,Residential,119.1464606,232.4121414,18.09983488,81.64581364,8,27.7013498,58,13446.76559
Bangalore,Yelahanka,Industrial,165.5492607,200,22.98626651,87.54087497,13,12.5012975,431,19305.83118
Bangalore,BTM Layout,Institutional,50,282.7394283,17.35693609,91.32193072,5,5.334214992,399,7781.149722
Bangalore,Koramangala,Institutional,50,377.7935174,59.5547474,97.86984979,4,72,9,17386.65728
Bangalore,Whitefield,Institutional,50,200,39.45052742,89.94880618,8,8.629397246,13,20156.58031
Bangalore,HSR Layout,Industrial,64.756052,200,27.63451805,90.22079035,5,13.97930179,407,18716.26053
Bangalore,Indiranagar,Residential,50,200,45.49964517,80.17039758,4,5.232619507,417,14643.04682
Bangalore,Malleshwaram,Institutional,50,200,28.61871208,91.22283146,1,6.787631054,393,14986.68906
Bangalore,Banashankari,Residential,58.67209393,342.8801078,12.9000234,79.03849593,7,9.465797726,131,21428.46635
Bangalore,Banashankari,Industrial,50,200,35.7971829,84.46580353,2,5.382240285,222,17909.60095
Bangalore,HSR Layout,Commercial,67.02243976,223.4353499,17.4546953,66.57758465,3,7.507355969,329,23775.90502
Bangalore,Malleshwaram,Institutional,50,370.3772998,35.92172095,92.22489833,3,7.151537695,372,6286.516491
Bangalore,Koramangala,Industrial,50,200,31.89158612,53.64979621,14,5.845146093,153,19533.57842
Bangalore,Indiranagar,Residential,129.7013527,251.3216618,36.98147361,82.09694412,3,6.263926329,381,10943.65633
Bangalore,Malleshwaram,Institutional,50,200,31.98201478,76.12397045,1,26.21395637,367,14635.44516
Bangalore,Koramangala,Residential,50,988.4588915,23.09671249,86.54419336,2,6.20224964,472,21880.03243
Bangalore,Malleshwaram,Commercial,55.39901912,200,19.32352231,97.85872446,6,5.833118548,480,9988.23945
Bangalore,Jayanagar,Institutional,110.2235955,491.9576152,18.16145532,93.34090874,6,7.918912234,71,25578.06592
Bangalore,Banashankari,Institutional,50,239.703375,13.3899021,69.18417937,5,9.484924512,420,20528.30364
Bangalore,Jayanagar,Residential,73.1414714,200,17.19767458,93.8264329,2,10.37935514,345,17896.06471
Bangalore,Malleshwaram,Institutional,50,300.8417951,12.61611424,94.57743723,9,10.96493541,20,10339.81567
Bangalore,BTM Layout,Industrial,50,907.260156,46.31007894,79.08419248,3,5.125878814,81,14101.36818
Bangalore,Yelahanka,Industrial,56.84317055,276.0985268,40.67186747,92.80522475,4,6.815494426,438,13208.10951
Bangalore,Banashankari,Commercial,58.3432832,513.0906644,29.00371834,80.39561747,5,11.41611317,228,8838.43737
Bangalore,Indiranagar,Industrial,76.09030862,646.783959,28.4116477,75.22005857,4,16.90451291,346,20468.82824
Bangalore,HSR Layout,Commercial,97.12204222,200,21.81010562,84.94865032,6,8.597063276,19,12978.17337
Bangalore,Jayanagar,Residential,250,200,31.24873428,86.28055569,2,5.180694842,444,14122.26041
Bangalore,HSR Layout,Residential,54.47183394,283.2381194,23.6761144,90.81978206,3,6.83429946,165,14374.81358
Bangalore,Koramangala,Commercial,50,200,11.88340082,77.77893181,7,5.26042101,368,13929.11948
Bangalore,Hebbal,Industrial,118.9240485,549.5144947,45.45028747,79.79225942,4,10.84318399,387,17652.29395
Bangalore,BTM Layout,Industrial,50,690.8449061,34.37393711,57.9954704,4,5.221114456,107,11886.63511
Bangalore,Koramangala,Commercial,50,200,32.76699589,81.72305216,5,5.708879822,377,20091.59297
Bangalore,Electronic City,Commercial,50,200,51.39958493,70.59371748,4,6.970165592,348,12020.26644
Bangalore,Koramangala,Residential,50,454.9557887,19.86815023,67.86915762,3,7.300246334,214,14857.36771
Bangalore,Koramangala,Commercial,246.5534942,200,15.30560204,54.49889813,9,6.899315018,239,8467.031968
Bangalore,Hebbal,Industrial,135.5825732,518.8286777,41.73677494,94.96257689,1,7.305961136,147,20358.3199
Bangalore,Banashankari,Commercial,89.29820496,200,59.97754,98.61426157,2,10.16445179,181,21629.10358
Bangalore,BTM Layout,Commercial,50,330.379651,57.33551452,65.91362344,7,6.660537423,430,18579.35751
Bangalore,BTM Layout,Commercial,50,200,52.33899631,90.22402088,3,8.027886165,336,15852.07134
Bangalore,Indiranagar,Residential,50,293.3376207,30.71728015,71.30593807,1,6.280606619,440,14819.28201
Bangalore,Koramangala,Commercial,50,200,47.07123323,61.01556662,3,6.565712042,198,7188.825717
Bangalore,BTM Layout,Institutional,59.75929862,265.0080312,1.5232649,29.47316864,5,8.731843757,485,8226.291704
Bangalore,Whitefield,Institutional,94.03869658,200,54.46628947,67.28238204,6,7.520367722,287,18752.48016
Bangalore,Indiranagar,Institutional,80.95427623,400.5363914,16.00795134,84.20280935,4,10.34118992,53,14096.12454
Bangalore,Whitefield,Industrial,50,595.888279,9.772236198,74.50825196,5,8.153048386,369,8203.876114
Bangalore,Hebbal,Industrial,232.3577624,200,25.17186875,81.06849749,7,12.20285011,240,7973.297764
Bangalore,Whitefield,Commercial,100.4263054,200,18.55139145,18.18492603,12,7.156850299,290,18174.56461
Bangalore,Yelahanka,Institutional,60.61728614,200,21.69946135,54.61742348,1,7.52478563,287,19369.87238
Bangalore,HSR Layout,Residential,70.9522854,308.1428064,11.52671143,90.72052822,5,9.470474932,188,7330.403222
Bangalore,Malleshwaram,Institutional,50,280.255492,32.31274221,78.08329734,2,5.869248577,395,15760.3133
Bangalore,Whitefield,Institutional,50,237.358624,8.705317648,63.93212132,2,6.765054155,484,16939.43859
Bangalore,Hebbal,Industrial,50,200,16.87358152,76.22303854,3,8.865269146,6,12081.69771
Bangalore,HSR Layout,Industrial,106.3636386,200,14.00295446,56.58464859,12,5.09814985,283,21198.66654
Bangalore,Hebbal,Residential,50,270.7728143,13.6812623,91.95414636,7,7.110345216,263,13276.23991
Bangalore,Hebbal,Industrial,50,206.0105145,34.5832173,93.20472827,7,8.559105655,49,6415.712386
Bangalore,Koramangala,Residential,50,1321.539949,15.19868742,88.1443499,3,26.29576128,352,14026.79318
Bangalore,Hebbal,Industrial,50,200,11.44730766,65.84812201,1,15.10872136,200,21839.84701
Bangalore,Whitefield,Institutional,145.0652275,356.3752687,13.44522188,71.78004512,3,6.161050937,60,13272.72626
Bangalore,Malleshwaram,Institutional,91.21804588,200,8.032622458,90.75016481,5,7.660360389,33,9765.607486
Bangalore,Yelahanka,Residential,50,200,11.75951987,88.60648228,1,5.195445974,303,18141.04006
Bangalore,Hebbal,Residential,50,379.3268584,25.58557033,97.83473799,12,5.961565288,244,16292.00858
Bangalore,Hebbal,Industrial,50.73884743,353.7217726,6.661968537,80.27713785,7,11.43790461,172,14985.34391
Bangalore,BTM Layout,Industrial,50,1421.816042,36.06905538,76.70014613,3,5.448452634,207,17385.62185
Bangalore,Electronic City,Residential,50,200,19.09088074,73.57247251,17,6.044303483,375,11541.5517
Bangalore,Jayanagar,Residential,50,200,18.82093238,72.77268935,4,21.14451381,283,11999.90209
Bangalore,HSR Layout,Institutional,50,386.5748297,46.56266326,59.30114251,9,12.83927572,478,18637.60097
Bangalore,Yelahanka,Institutional,71.75418247,259.1001751,12.52938933,78.59353187,12,11.61116677,22,10168.0587
Bangalore,Electronic City,Residential,75.6085902,200,10.81151223,88.88772845,8,14.47219915,47,23074.52963
Bangalore,HSR Layout,Institutional,50,200,28.32265027,78.28144598,3,10.8656735,349,21146.84592
Bangalore,Jayanagar,Commercial,50,200,19.25927537,64.07607394,2,5.437638321,489,9279.419057
Bangalore,Malleshwaram,Industrial,73.73437461,673.8355537,25.4136954,68.78737178,2,7.741470023,432,22379.04823
Bangalore,Indiranagar,Institutional,52.45795895,200,31.23128873,89.70211149,3,7.162940793,158,15760.9689
Bangalore,Yelahanka,Commercial,145.601209,200,12.30221969,67.91914133,8,6.322928826,258,21923.93754
Bangalore,Yelahanka,Residential,80.6231073,200,6.093332227,77.79555148,5,13.19697571,143,15667.13457
Bangalore,Jayanagar,Institutional,50,200,34.25196935,83.87509647,4,7.311642739,47,14114.07562
Bangalore,Banashankari,Residential,50,200,3.737629051,81.27272997,1,5.209470569,27,13592.68412
Bangalore,Electronic City,Industrial,77.12956103,219.6036966,25.31126418,94.66503789,4,6.131331738,455,2752.039811
Bangalore,Whitefield,Residential,50,200,27.19606504,94.11431499,6,5.903788202,27,19635.51483
Bangalore,Koramangala,Commercial,66.10105334,483.3666126,7.847092732,75.09620878,11,15.71358754,469,11464.49707
Bangalore,Banashankari,Residential,211.2941592,200,52.6178442,77.45426758,5,9.155380276,397,19799.11976
Bangalore,Hebbal,Commercial,64.25868342,232.9664073,23.47683713,75.05753533,4,8.151429355,439,23369.79055
Bangalore,Hebbal,Institutional,50,636.2768449,11.64744528,83.22849872,6,7.655560956,145,12112.21488
Bangalore,Whitefield,Institutional,77.31203684,315.6996121,20.61268468,76.77759671,4,9.191361917,75,11816.9119
Bangalore,Whitefield,Commercial,50,228.4006898,37.02619002,87.01983998,5,10.9785655,187,20038.96786
Bangalore,BTM Layout,Industrial,59.16107704,200,7.116498577,87.96639137,9,8.092220285,10,12662.26726
Bangalore,HSR Layout,Industrial,212.859536,200,13.95042533,82.77639307,1,20.30486721,121,21586.2297
Bangalore,BTM Layout,Industrial,50,332.1327452,34.63790906,81.26108415,6,30.07928362,289,11544.01687
Bangalore,Jayanagar,Institutional,243.6818896,1500,46.19826554,76.32053005,1,54.87929504,462,22191.05388
Bangalore,Indiranagar,Institutional,176.8182138,325.2701181,12.43271609,66.12976469,4,9.462004452,165,13471.31534
Bangalore,Electronic City,Industrial,50,244.7866533,49.8368933,80.35849551,2,19.57483821,382,16651.24045
Bangalore,Whitefield,Residential,50,393.5236573,7.72865943,49.29774983,3,6.885965776,264,19911.28761
Bangalore,HSR Layout,Industrial,50,200,17.68991183,93.52450448,4,14.23991367,161,17557.515
Bangalore,Electronic City,Residential,50,200,36.54217354,71.40031482,4,17.24660515,391,20353.30014
Bangalore,Jayanagar,Industrial,50,247.864278,30.07893425,93.90573255,4,16.85017427,418,7720.072274
Bangalore,Indiranagar,Residential,86.16561544,948.3610282,55.06163087,62.14622943,7,13.08170938,327,12963.99019
Bangalore,Banashankari,Institutional,50,200,22.59181207,78.74873062,3,6.900100107,391,15316.18829
Bangalore,BTM Layout,Industrial,50,351.3596275,31.42939316,74.8500175,8,5.593807492,297,11172.40752
Bangalore,Jayanagar,Industrial,139.764453,200,53.47194434,65.36541608,8,6.450710565,118,19853.92277
Bangalore,Hebbal,Commercial,50,230.2498278,6.439222139,94.36786037,5,11.25776199,484,12438.75576
Bangalore,Yelahanka,Industrial,126.339788,200,9.809139599,68.03911273,8,5.923955899,311,11182.63439
Bangalore,BTM Layout,Residential,50,200,11.1498055,71.76012793,7,7.421822038,263,19702.28289
Bangalore,Koramangala,Commercial,50,423.3769976,39.21634178,73.89568244,5,8.201904863,84,9772.727461
Bangalore,Yelahanka,Industrial,89.48665563,200,19.64134381,87.03983569,1,8.61601148,146,10016.40795
Bangalore,BTM Layout,Industrial,74.35493823,328.0083819,38.84801916,86.98246005,1,19.96436594,493,17541.38216
Bangalore,Jayanagar,Institutional,157.4561861,476.0827929,40.4121643,70.66495349,4,9.348641694,171,21719.10715
Bangalore,Yelahanka,Commercial,99.62201841,785.9204078,15.90818131,76.46698888,7,11.7262156,489,15808.39456
Bangalore,Whitefield,Residential,122.0246854,200,15.82246646,94.83673684,1,8.37311094,334,6920.77935
Bangalore,Indiranagar,Industrial,50,200,18.06540756,84.48974859,5,13.18019086,424,18424.6747
Bangalore,Jayanagar,Institutional,50,200,40.75481131,74.18310466,1,6.074086529,309,12037.00858
Bangalore,Whitefield,Industrial,104.1567297,1467.196489,28.18150925,77.26959855,7,5.816876927,14,20603.79317
Bangalore,Whitefield,Commercial,123.3156887,785.1927291,4.83681533,84.71858083,9,18.85339629,149,13101.73205
Bangalore,BTM Layout,Residential,250,232.9306796,16.60369736,65.57850414,14,9.831354251,369,20719.72785
Bangalore,Indiranagar,Institutional,50,553.6112976,64.56735784,73.3659306,4,9.493262135,251,12910.95389
Bangalore,Jayanagar,Industrial,50,220.7900866,24.48081111,43.41007056,1,7.335908531,57,11556.33841
Bangalore,Jayanagar,Residential,112.3465878,293.1194546,66.82904359,69.12056599,8,6.706677502,347,5412.176905
Bangalore,Hebbal,Industrial,50,200,17.01911042,96.66397989,1,8.105040272,302,11702.04248
Bangalore,HSR Layout,Industrial,200.2603443,422.2804305,11.29168933,56.28856225,14,5.437559724,410,15886.35076
Bangalore,Electronic City,Commercial,146.6129368,200,38.7247851,17.60079779,6,7.240284217,347,15502.22248
Bangalore,HSR Layout,Commercial,50,524.7266205,18.64923279,51.0577125,8,7.245190235,408,18058.17893
Bangalore,Yelahanka,Industrial,104.2338537,457.0167201,17.60995456,56.07437035,6,7.938725249,133,21220.73702
Bangalore,Yelahanka,Institutional,105.347474,370.0665207,34.96065757,76.83158897,1,8.988712413,170,15143.3327
Bangalore,Jayanagar,Commercial,50,200,41.0530211,46.40092883,15,23.61451049,102,15338.65197
Bangalore,BTM Layout,Commercial,174.6334261,200,38.30072637,55.28763677,6,9.219269682,476,20564.42127
Bangalore,Banashankari,Commercial,52.77806173,200,44.46406105,89.51792067,8,15.4882441,106,16155.07707
Bangalore,Jayanagar,Commercial,131.3499418,200,22.75007483,88.40237987,8,8.111069423,171,10384.21129
Bangalore,Koramangala,Residential,50,200,30.81893838,70.69221454,2,8.891071157,128,12389.3429
Bangalore,Whitefield,Industrial,169.4092886,829.1853903,55.31174536,50.06762795,3,5.244253245,250,4350.502758
Bangalore,Yelahanka,Residential,50,242.0979056,51.9803195,83.16981995,6,5.488281665,32,10316.31322
Bangalore,Malleshwaram,Residential,50,200,35.23577122,93.22786098,14,8.349654336,216,6548.404871
Bangalore,Jayanagar,Industrial,176.8430473,200,32.04911752,93.80254217,5,6.828206149,262,16755.00577
Bangalore,Koramangala,Commercial,50,200,48.34462751,77.05774198,5,12.06599355,330,21057.65106
Bangalore,Koramangala,Institutional,50,275.3333011,68.66332754,87.44599907,4,7.984272559,494,10295.75564
Bangalore,Electronic City,Commercial,224.7729287,217.5024756,22.29391392,66.43829764,3,15.40469736,244,10481.82818
Bangalore,Indiranagar,Commercial,225.5962155,755.447114,41.56273646,66.6478513,3,28.06275676,451,19715.71128
Bangalore,Yelahanka,Commercial,63.89979683,206.1277539,35.356361,89.2252872,5,5.546900009,391,12745.56444
Bangalore,Jayanagar,Commercial,74.94225603,1454.47898,16.56063988,87.84780419,4,6.822436733,285,16283.73631
Bangalore,Indiranagar,Institutional,50,571.999534,1.721732709,73.16794795,1,9.398266186,290,18715.66633
Bangalore,Banashankari,Residential,50,233.8386838,27.99715027,53.65087931,9,6.292070288,263,11459.61464
Bangalore,BTM Layout,Institutional,50,1500,12.97008879,87.47884113,9,6.091026131,337,11556.70565
Bangalore,Malleshwaram,Industrial,83.72426849,200,13.9421829,87.39323666,17,12.51025007,333,12468.07193
Bangalore,BTM Layout,Commercial,104.6878405,1500,40.9727781,89.37468924,9,32.07567246,314,7232.213885
Bangalore,Koramangala,Institutional,117.6146562,479.0416187,60.37095957,38.03273474,2,11.41236871,85,17433.38343
Bangalore,Whitefield,Industrial,116.9123274,1500,25.30145294,98.61473107,8,7.80460054,415,18004.34457
Bangalore,Whitefield,Institutional,50,1500,36.81477829,90.14887809,7,7.150326809,329,15398.44391
Bangalore,Indiranagar,Commercial,51.15371974,1500,40.46798311,86.11594297,5,7.950997932,45,21798.38368
Bangalore,BTM Layout,Commercial,50,1500,51.22382826,91.13596991,8,7.301706599,303,13694.07341
Bangalore,Koramangala,Industrial,59.80959868,363.3818696,51.65492657,90.60724711,6,7.623562489,333,18087.94952
Bangalore,Electronic City,Institutional,50,200,14.45365593,92.23820948,1,5.78771689,465,17429.17212
Bangalore,Hebbal,Commercial,163.9963998,515.8049647,53.27670383,62.87057299,4,16.81997821,200,11004.44038
Bangalore,BTM Layout,Industrial,50,200,37.80640089,96.29878405,2,10.97117281,201,20774.33274
Bangalore,Indiranagar,Institutional,50,1187.283151,7.754374791,86.35692951,9,9.635004498,329,15640.87595
Bangalore,Malleshwaram,Institutional,50,424.8004262,30.93765742,74.62198649,1,22.13061239,168,19873.04556
Bangalore,Indiranagar,Industrial,107.507291,1500,29.0877733,74.74432696,1,6.180007015,240,8495.332846
Bangalore,Koramangala,Institutional,72.21792598,1024.355115,48.0894266,94.03731476,3,5.286160017,372,15548.76701
Bangalore,Jayanagar,Institutional,50,1500,41.9323005,70.97249243,1,12.91701509,286,12697.03265
Bangalore,Electronic City,Commercial,50,200,61.64455622,85.2608876,5,72,190,10742.7421
Bangalore,Koramangala,Commercial,90.54063537,1500,66.3565476,86.39930594,10,8.336573761,71,22047.49049
Bangalore,Electronic City,Commercial,50,1500,76.90219225,74.48416751,11,5.204086648,145,15976.48328
Bangalore,HSR Layout,Industrial,129.388939,667.6001405,52.164416,93.07284428,14,11.57680194,359,7615.155692
Bangalore,Yelahanka,Residential,91.87498148,932.0465498,21.16279639,97.50639777,3,5.258655465,486,12513.4639
Bangalore,HSR Layout,Institutional,50,1447.360734,9.983913087,75.230561,8,7.954434448,389,19695.25962
Bangalore,Yelahanka,Industrial,50,200,70.98734215,90.97295426,5,6.144499175,209,10735.60895
Bangalore,Whitefield,Residential,250,698.2925482,28.42302721,84.75988476,12,17.74604928,360,10225.07323
Bangalore,Electronic City,Residential,50,508.5998157,30.81428518,81.70932458,5,7.215087489,378,14264.7772
Bangalore,BTM Layout,Industrial,50,200,14.36394928,99.73116385,5,16.43511022,385,17346.53896
Bangalore,Malleshwaram,Residential,125.6681552,458.1294825,70.24337259,91.52874897,1,6.257554895,208,11358.63837
Bangalore,Hebbal,Commercial,220.6623403,200,38.59281633,58.11876557,6,6.774220395,465,16953.60688
Bangalore,Indiranagar,Industrial,250,200,54.8697267,94.27692926,4,21.64202893,222,15174.31088
Bangalore,HSR Layout,Institutional,104.9924423,200,24.61560045,78.35011451,5,5.77807971,287,15782.17934
Bangalore,Indiranagar,Commercial,50,1500,58.62799938,82.26723105,4,8.33729844,163,2976.281017
Bangalore,Indiranagar,Institutional,50,797.4627666,14.89716264,73.62569624,6,6.781582391,365,15079.57482
Bangalore,Malleshwaram,Residential,112.5931905,1500,7.386243675,65.92088631,7,11.42117106,72,13746.54672
Bangalore,Koramangala,Commercial,61.30203057,566.510791,34.46055713,76.43538078,7,5.472327495,240,16951.74374
Bangalore,Indiranagar,Institutional,50,373.6992283,17.59243375,80.15358458,2,7.112091811,414,11730.9832
Bangalore,Electronic City,Industrial,177.6178257,705.5069748,31.64701026,95.77270194,6,9.920341686,127,13145.27249
Bangalore,Malleshwaram,Residential,50,578.9468906,40.34438683,90.90679633,9,6.90288942,487,17665.51805
Bangalore,Yelahanka,Institutional,50.8878832,200,18.9429722,53.97956567,5,5.203083453,85,22228.59056
Bangalore,HSR Layout,Residential,50,1023.949204,17.94962737,75.7652299,8,10.02384502,15,8377.134627
Bangalore,Jayanagar,Institutional,50,243.394962,30.68442521,83.52651584,2,7.626189902,248,17565.73602
Bangalore,Indiranagar,Industrial,50,966.5002845,32.95413394,60.36020599,5,5.037982338,482,21099.66488
Bangalore,Whitefield,Commercial,50,1050.396839,28.00430775,73.06481187,2,8.718322757,312,18473.52485
Bangalore,Malleshwaram,Institutional,50,200,41.56086655,98.42353443,3,18.19645047,444,20762.68505
Bangalore,Koramangala,Residential,78.56762898,200,43.87726449,96.50726071,4,5.400086988,283,12282.39124
Bangalore,Banashankari,Industrial,102.7948288,1500,37.72197593,75.01771547,2,8.468190325,2,21183.85945
Bangalore,HSR Layout,Commercial,65.66653329,615.8166221,19.07131421,81.31066129,1,10.44662009,74,11377.68916
Bangalore,HSR Layout,Residential,245.6040157,200,55.02640258,77.47142383,4,5.247694367,64,15275.64103
Bangalore,Banashankari,Industrial,50,1500,12.78998904,78.05209966,2,5.076541812,261,12488.04626
Bangalore,Electronic City,Residential,50,200,25.98232409,72.59592905,5,7.312076732,347,12689.02408
Bangalore,Jayanagar,Industrial,152.2126904,1187.559014,16.08307942,76.0010519,4,11.8557186,324,6393.230164
Bangalore,HSR Layout,Commercial,50,1500,15.5455209,74.87822553,2,5.601425691,239,5140.924161
Bangalore,HSR Layout,Commercial,247.715258,273.358617,6.974461356,56.41511963,4,13.29289077,397,20883.91691
Bangalore,Koramangala,Residential,50,200,12.04810587,87.76384401,3,9.279850096,337,6004.995799
Bangalore,Yelahanka,Industrial,250,200,21.67255914,61.56293928,3,6.440510514,341,16252.21297
Bangalore,HSR Layout,Institutional,50,361.3647059,43.74840502,50.82486516,3,7.735014731,279,8504.821819
Bangalore,Malleshwaram,Commercial,166.3290922,200,28.33822989,89.83962257,2,25.74033517,353,10757.2287
Bangalore,Electronic City,Institutional,56.26074378,1178.17947,12.68191729,84.64437362,2,5.846976214,434,18421.51292
Bangalore,Jayanagar,Institutional,250,200,34.9971177,55.71443104,3,7.5953105,380,15810.16997
Bangalore,Whitefield,Residential,50,712.1712524,15.47882072,88.26093746,8,8.860902331,463,14364.29793
Bangalore,Jayanagar,Residential,60.53322478,1500,28.50263198,90.48463942,10,5.507515297,462,20723.2711
Bangalore,Electronic City,Residential,250,1500,25.17774458,38.52670834,7,5.149430757,201,13551.62772
Bangalore,Yelahanka,Industrial,55.53329499,955.0820766,26.28735835,72.81356259,8,5.045273373,492,21149.8873
Bangalore,BTM Layout,Commercial,74.44712178,365.6488331,25.74468237,66.81337431,4,6.39811109,293,9652.780068
Bangalore,Malleshwaram,Commercial,89.24259286,977.8891428,50.3906788,82.44733729,3,5.259387456,286,9051.04677
Bangalore,Yelahanka,Institutional,50,748.7475559,29.18703371,87.33746956,5,12.20857189,221,14309.15927
Bangalore,BTM Layout,Residential,74.07556298,555.2711613,15.54560046,83.20737625,4,66.98845668,407,15016.37954
Bangalore,Electronic City,Industrial,65.83693964,200,18.73278673,67.87573684,1,5.213117226,162,10708.05943
Bangalore,Koramangala,Commercial,173.5674577,1500,35.53409916,90.8763374,9,7.08006054,448,13619.47276
Bangalore,Whitefield,Industrial,50,597.4455298,51.94678076,84.40526359,8,5.087275265,183,21823.82377
Bangalore,Jayanagar,Residential,50,216.4441821,6.500973537,65.8618711,8,5.491216433,455,13028.04187
Bangalore,Indiranagar,Residential,225.2997004,458.4851834,16.1662324,93.5294141,6,6.388168535,373,5318.153625
Bangalore,Hebbal,Commercial,165.7256871,534.6569346,26.08638197,91.51386747,9,6.815090447,265,6283.34299
Bangalore,Jayanagar,Institutional,50,1500,10.05526983,37.90319789,6,20.51291993,498,25433.12808
Bangalore,Koramangala,Institutional,72.59497716,1322.810323,27.30738354,93.45362765,4,6.829014911,132,22252.8785
Bangalore,Whitefield,Residential,50,1466.658326,31.44286879,76.91977432,4,7.568099077,322,12819.99015
Bangalore,Hebbal,Residential,50,200,38.27962006,36.19095085,2,5.984903563,120,19052.969
Bangalore,Malleshwaram,Institutional,50,538.1180264,39.53888777,72.18051142,3,5.000417164,380,16302.09303
Bangalore,Electronic City,Residential,50,656.514721,28.99807201,82.40877136,3,16.49676223,219,21352.52691
Bangalore,Electronic City,Commercial,65.71827795,200,61.40536571,88.14604438,1,5.288233166,417,9643.888568
Bangalore,Malleshwaram,Commercial,50,300.852704,13.88321391,92.99269056,2,25.35544648,160,9785.154833
Bangalore,Hebbal,Industrial,250,1428.324682,50.57922203,68.23623796,17,5.478539942,300,21596.84388
Bangalore,BTM Layout,Institutional,250,200,36.78015253,96.98664784,8,8.627716983,109,7533.785066
Bangalore,Whitefield,Residential,89.83979114,766.3850453,10.41714651,95.85641585,6,72,238,15349.01398
Bangalore,Malleshwaram,Industrial,57.60588258,242.3287561,16.75488736,84.83257008,2,5.50934438,293,14776.48592
Bangalore,Hebbal,Commercial,50,200,45.85998737,93.11577389,11,7.018350584,475,18921.30785
Bangalore,HSR Layout,Institutional,126.0680376,276.0189619,43.84693038,45.48878098,3,11.57568527,476,15699.39112
Bangalore,Jayanagar,Commercial,86.57471877,1500,18.2307275,90.16388103,5,5.109662422,67,14339.80157
Bangalore,Koramangala,Residential,50,1500,18.99915226,81.42103717,5,9.772183234,316,13097.30136
Bangalore,Malleshwaram,Industrial,181.3725819,1500,18.62946777,73.97634764,6,5.2832284,187,10025.96953
Bangalore,Koramangala,Residential,129.6745884,669.1456241,38.91487348,80.6298857,8,5.941263366,36,14169.51118
Bangalore,BTM Layout,Residential,224.3803894,200,21.56204764,38.86671172,2,5.598718666,49,20825.49707
Bangalore,BTM Layout,Institutional,97.02030031,793.983477,48.99033519,74.41287269,9,17.09854397,256,13570.33428
Bangalore,Yelahanka,Institutional,71.28030147,605.8276311,24.46933029,96.79039574,4,5.68585725,435,22031.3009
Bangalore,Yelahanka,Residential,50,1500,70.79130775,39.31651212,1,5.138531713,107,18655.02123
Bangalore,HSR Layout,Institutional,202.4263771,200,26.73915488,91.47429085,6,8.434952294,8,17382.89698
Bangalore,Electronic City,Industrial,150.7794285,669.9017356,26.48057557,93.54612478,1,6.521635662,236,14190.88386
Bangalore,Malleshwaram,Industrial,50,200,30.13925645,66.64907443,4,6.894137055,178,11857.95468
Bangalore,Whitefield,Residential,50,392.562595,21.07637588,87.42473528,5,5.431617984,242,23407.94188
Bangalore,Yelahanka,Industrial,50,1336.959878,36.2725914,75.11837404,5,10.83681788,41,18967.92059
